Cosine Threshold;Time;No. Clusters;No. Base Clusters;Precision;Recall;F-Measure;Ground Truth 0;Ground Truth 1;Ground Truth 2;Ground Truth 3;Ground Truth 4;Ground Truth 5;Ground Truth Rep 0;Ground Truth Rep 1;Ground Truth Rep 2;Ground Truth Rep 3;Ground Truth Rep 4;Ground Truth Rep 5;fMeasure 0;fMeasure 1;fMeasure 2;fMeasure 3;fMeasure 4;fMeasure 5
0.5;24.84838104248047;2603;5000;0.9527529761904883;0.7875000000000106;0.7977588298287215;0.52362658470995;0.009220130618517095;0.0072992700729927005;0.01920860545524395;0.031886285055704955;0.40875912408759124;0.772795216741405;0.008968609865470852;0.01195814648729447;0.01046337817638266;0.007473841554559043;0.18834080717488788;0.6242661448140899;0.009092631180147755;0.009065155807365438;0.013547250875733004;0.012109363601879138;0.2578664620107444
0.55;24.546440839767456;2681;5000;0.9527529761904883;0.7875000000000106;0.7980862107811024;0.5229392017903767;0.009324878776575904;0.007086907870197687;0.019022752704214847;0.030958597538232;0.41066766132040283;0.772795216741405;0.008968609865470852;0.01195814648729447;0.01046337817638266;0.007473841554559043;0.18834080717488788;0.6237773852578404;0.009143275121148396;0.008899557949588688;0.01350073743523806;0.012040851854001043;0.25824502617801043
0.6000000000000001;24.331619024276733;2757;5000;0.9525793650793771;0.7864583333333439;0.7986964451849417;0.5255712731229597;0.009793253536452665;0.006891548784911135;0.01886108088501995;0.02974247370330069;0.4091403699673558;0.7742899850523169;0.01195814648729447;0.01195814648729447;0.01046337817638266;0.005979073243647235;0.18535127055306427;0.6261353981448229;0.010767965303222913;0.008743923835821324;0.013459796254183075;0.009956591688674377;0.2551244870041039
0.65;26.690617084503174;2857;5000;0.9525793650793771;0.7843750000000105;0.7977539848674813;0.5292264613230662;0.009450472523626182;0.006650332516625832;0.018200910045502276;0.028701435071753587;0.407770388519426;0.772795216741405;0.01195814648729447;0.01195814648729447;0.01046337817638266;0.005979073243647235;0.18684603886397608;0.6282286766398899;0.010557442752755445;0.008547248854275031;0.013287823753810211;0.009896509066771265;0.2562669928113259
0.7000000000000001;29.115714073181152;2959;5000;0.9526041666666788;0.7843750000000105;0.7985054729627193;0.5322744170327813;0.009462656302805001;0.006421088205474822;0.017573504562352148;0.027712064886786077;0.40655626900980063;0.772795216741405;0.013452914798206279;0.01046337817638266;0.01046337817638266;0.005979073243647235;0.18684603886397608;0.6303711508284567;0.011110376297863898;0.007958353279080899;0.01311688077692294;0.009835967253426095;0.25602673744894366
0.75;27.121007919311523;3068;5000;0.9526041666666788;0.7843750000000105;0.7984558697881161;0.5316166883963495;0.009778357235984355;0.00651890482398957;0.01694915254237288;0.026727509778357236;0.40840938722294656;0.772795216741405;0.013452914798206279;0.01046337817638266;0.01046337817638266;0.005979073243647235;0.18684603886397608;0.6299096662863077;0.011325028312570783;0.00803305026394308;0.012939001848428836;0.009772084016088188;0.25639304706255006
0.8;26.296458959579468;3198;5000;0.9526041666666788;0.7833333333333438;0.7982475364547829;0.5328330206378987;0.00969355847404628;0.006253908692933083;0.016260162601626018;0.025015634771732333;0.4099437148217636;0.772795216741405;0.013452914798206279;0.01046337817638266;0.01046337817638266;0.005979073243647235;0.18684603886397608;0.6307627207839213;0.011267946931604773;0.007828664094391322;0.012733060482037291;0.00965134515623115;0.25669461916386865
0.8500000000000001;33.19897103309631;3362;5000;0.9526041666666788;0.7833333333333438;0.7978771660844125;0.5339083878643665;0.009220701963117191;0.00594883997620464;0.01635930993456276;0.02379535990481856;0.4107674003569304;0.772795216741405;0.013452914798206279;0.01046337817638266;0.01046337817638266;0.005979073243647235;0.18684603886397608;0.63151558909823;0.010941820107065122;0.007585198027848514;0.01276334764375342;0.009556803249313104;0.25685587576880065
0.9;26.324350118637085;3566;5000;0.9526041666666788;0.7812500000000103;0.7967660549733012;0.5339315759955132;0.0089736399326977;0.005608524957936063;0.015423443634324173;0.022434099831744252;0.41362871564778464;0.7742899850523169;0.013452914798206279;0.008968609865470852;0.01046337817638266;0.005979073243647235;0.18684603886397608;0.632030359850354;0.010765952674666368;0.006901311249137336;0.012468222225820556;0.009441756166646996;0.25741261060016407
0.9500000000000001;28.081223964691162;3804;5000;0.9522569444444565;0.779166666666677;0.7966618883066346;0.5386435331230284;0.008412197686645636;0.005257623554153523;0.014458464773922187;0.02103049421661409;0.41219768664563616;0.7757847533632287;0.008968609865470852;0.008968609865470852;0.01046337817638266;0.007473841554559043;0.18834080717488788;0.6358223492155739;0.00868149755832881;0.006629101756711966;0.012140706053009162;0.011028398125172319;0.2585467736616467
1.0;25.916990041732788;4235;5000;0.9522569444444565;0.7739583333333435;0.7958203748006474;0.5426210153482881;0.008028335301062573;0.0049586776859504135;0.013223140495867768;0.018654073199527745;0.4125147579693034;0.7757847533632287;0.005979073243647235;0.008968609865470852;0.01046337817638266;0.007473841554559043;0.19133034379671152;0.6385850556055734;0.006853802348435216;0.006386375731772219;0.011682486700740586;0.010671926080025936;0.26141336654931574
